employee_title,location,employee_status,review_title,pros,cons,rating_overall
 Assistant Manager,Bangalore,21 May 2022 ,Best Opportunity at Indianmoney.com,"Working since very long and good environment
","More than 6 years at IndianMoney.com
Advice to Management
we are very happy working with seniors & best support
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Associate,"New York, NY",19 May 2022 ,Great place to work at,"I really liked the work life balance at this company, great ELT and opportunities to grow
","There really aren't any that I can think of
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,19 May 2022 ,Awesome,"Cool place to work imo
","Nothing bad about the place
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Customer Service,,19 May 2022 ,Great Place to Work,"It is a fast-moving company with the ability for you to learn a lot in a short amount of time.
","Large company so sometimes feel lost.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Sales Associate,Natshal,19 May 2022 ,Sales,"great company to work with
","no cons. Everything is great
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Marketing Manager,,19 May 2022 ,Good,"Benefits / Salary are the best part
","Work life balance can be awry
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Program Manager,"Sunnyvale, CA",19 May 2022 ,Great company,"Great benefits, culture, and work life balance compared to other big tech companies.
","Many organizational changes as priorities change
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,"Los Angeles, CA",19 May 2022 ,good,"goood company what can i say
","no cons at this moment
Advice to Management
no advice
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,,19 May 2022 ,N/A,"Very nice place to work
","nothing bad about it Really nice place
Advice to Management
Nothing to advice them
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Developer,Chennai,19 May 2022 ,Good,"Good, Good company, Good Employer, Goodbye
","their is no lot of cons in here.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Searcher,,19 May 2022 ,Searcher,"Really good company to work with.
","There are no cons at all.
Advice to Management
No advice to management.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,"Dublin, Dublin",19 May 2022 ,very good,"lots of facility ,relax working place
","do not know, have to find out
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 QA Engineer,"San Jose, CA",20 May 2022 ,QA Engineer,"flexibility, hybrid of work form home and office
","loading, promotion and difference of new grad package
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Test Engineer,,20 May 2022 ,Excellent company,"compensation while working at google is very good
","hard to progress career at google
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Consultant,,20 May 2022 ,Good company,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Great organization and great management
Cons
Processing of new technologies is pretty fast
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Administrator,,20 May 2022 ,Good,"Good great perfect excellent cool
","Alright better smooth little heart
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,,5 May 2022 ,"Still an amazing place to work, beware of entitlement","1. Great work/life balance. There's not many companies I know that have a consistent a 40hr work week, and pay top salary.
2. Cool projects to work on. Good balance between research & development. (See caveats below though.)
3. Supportive, healthy, psychologically safe work environment. Google cares a ton about how we work, and how we work together. The bottom-up culture also means that we have a lot of self-determination and don't feel like we're at the mercy of our management.
4. Super easy internal mobility. Lots of us change teams every couple of years. Google has so many different types of work that you won't feel you're ""stuck"" -- as long as you like working at Google overall, then you'll be able to find something interesting.
5. It's Google! Having Google on your resume opens doors to other opportunities, and it's great for networking too since generally your colleagues will be top of their field.
","1. Entitlement. I make literally 5x as much as I ever dreamt. The comp is insane at FAANG companies like Google. But people here constantly complain about salary, the quality of the free food, why they have to work 5 days a week.... these are sometimes the same people who work 20 hrs a week. The amount of entitlement is insane here -- yes, we're the best of the best and we deserve a lot. But the culture and perks tend to pamper us.

2. Not all teams and projects have fulfilling work. There's lots of options, but choose carefully. Maybe you're happy getting paid to do nothing, on a team that has no visibility, so that you can ""rest and vest"" and coast. But, this will leave you woefully unprepared for your next job.... any company will hire you after Google, but that doesn't mean you'll do well at any company, particularly if you go to a more fast paced environment.
4 people found this review helpful
Helpful
Share
Repor",5.0
 Software Developer,,18 May 2022 ,I conclude that work is necessary,"i like it for glass door
","yes i'am happy for working
Advice to Management
yes this my hobby in the office
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,18 May 2022 ,great company,"1. Great culture
2. High salary
3. Free Food
","1. You are small contributor who is working on extremely large project
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,18 May 2022 ,its good,"give you hike in your career
","Too much pressure to performe
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Developer,"Los Angeles, CA",18 May 2022 ,Google,"Good pay and good people
","Building is too big, it’s easy to get lost
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Systems Administrator,,18 May 2022 ,Good,"Nice place to work for
","Busy all the time but slow down sometimes
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Administrative Assistant,,18 May 2022 ,Nice!,"Casual place to work with creative people
","Can sometimes be competitive in workplace
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Manager,,18 May 2022 ,cool,"cool company itself. enjoy it.
","no cons at all. enjoy
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,,18 May 2022 ,Good,"Everything Everything Everything Everything Everything
","Nothing Nothing Nothing Nothing Nothing
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Project Manager,"San Francisco, CA",18 May 2022 ,Amazing,"Collaborative work environment to further oneself
","No work life balance to even the keel
Be the first to find this review helpful
Helpful
Share
Repor",5.0
